col0,col1,col2,col3,col4
2018 Swaboladies season,Kingdom of the Netherlands,Biehler Pro Cycling,Swaboladies.nl,Biehler Pro Cycling 2019
2018 Maaslandster Veris CCN season,Kingdom of the Netherlands,Maaslandster International Women's Cycling Team,Maaslandster Veris CCN,Watersley International 2019
Crescent D.A.R.E 2015,Sweden,Team Crescent D.A.R.E,Crescent D.A.R.E,Crescent D.A.R.E 2016
Swaboladies 2015,Kingdom of the Netherlands,Biehler Pro Cycling,Swaboladies.nl,Swaboladies 2016
Pearl Izumi 2015,United Kingdom,Podium Ambition Pro Cycling,Pearl Izumi-Sports Tours International,Podium Ambition 2016
BMS BIRN 2015,Denmark,Team Virtu Cycling Women,BMS BIRN,BMS BIRN 2016
NWVG 2017,Kingdom of the Netherlands,NWVG,NWVG,2018 NWVG season
Team Drenthe 2017,Kingdom of the Netherlands,Team Drenthe,Team Drenthe,2018 Team Drenthe season
Hoop Op Zegen Beveren 2017,Belgium,Hoop Op Zegen Beveren,Hoop Op Zegen Beveren,2018 Hoop Op Zegen Beveren season
Equano 2017,Belgium,Equano,Equano,2018 Equano season
Jan van Arckel 2017,Kingdom of the Netherlands,Jan van Arckel,Jan van Arckel,2018 Jan van Arckel season
Keukens Redant 2017,Belgium,Keukens Redant,Keukens Redant,2018 Keukens Redant season
