col0,col1,col2,col3
"Route Numbering Committee Agenda (November 14, 1980)",1980-11-14,American Association of State Highway and Transportation Officials,public domain
"Route Numbering Committee Agenda (June 22, 1980)",1980-06-22,American Association of State Highway and Transportation Officials,public domain
"Route Numbering Committee Agenda (October 13, 1979)",1979-10-13,American Association of State Highway and Transportation Officials,public domain
"Route Numbering Committee Agenda (June 25, 1979)",1979-06-25,American Association of State Highway and Transportation Officials,public domain
"Route Numbering Committee Agenda (July 6, 1977)",1977-07-06,American Association of State Highway and Transportation Officials,public domain
"Route Numbering Committee Agenda (November 12, 1976)",1976-11-12,American Association of State Highway and Transportation Officials,public domain
"Route Numbering Committee Agenda (July 13, 1976)",1976-07-13,American Association of State Highway and Transportation Officials,public domain
"U.S. Route Numbering Committee Agenda (November 15, 1975)",1975-11-15,American Association of State Highway and Transportation Officials,public domain
"U.S. Route Numbering Sub-Committee Agenda (June 17, 1975)",1975-06-17,American Association of State Highway and Transportation Officials,public domain
"U.S. Route Numbering Sub-Committee Agenda (November 16, 1974)",1974-11-16,American Association of State Highway and Transportation Officials,public domain
"U.S. Route Numbering Sub-Committee Agenda (June 25, 1974)",1974-06-25,American Association of State Highway and Transportation Officials,public domain
"U.S. Route Numbering Sub-Committee Agenda (November 10, 1973)",1973-11-10,American Association of State Highway and Transportation Officials,public domain
"U.S. Route Numbering Sub-Committee Agenda (June 26, 1973)",1973-06-26,American Association of State Highway and Transportation Officials,public domain
"U.S. Route Numbering Committee Agenda (November 24, 1972)",1972-11-24,American Association of State Highway and Transportation Officials,public domain
"U.S. Route Numbering Sub-Committee Agenda (June 20, 1972)",1972-06-20,American Association of State Highway and Transportation Officials,public domain
