col0,col1,col2,col3
Vlijt en Trouw,cotton,Suriname,Tapoeripa Kreek
Saxen (Grond van),cotton,Suriname,Tapoeripa Kreek
Saxen,cotton,Suriname,Tapoeripa Kreek
Waterwijk,cane sugar,Suriname,Perica Kreek
Timotibo,cane sugar,Suriname,Perica Kreek
Soribo (Land van),cane sugar,Suriname,Perica Kreek
Soribo,cane sugar,Suriname,Perica Kreek
Solitude,cane sugar,Suriname,Perica Kreek
Vriesenburg,coffee bean,Suriname,Perica Kreek
Vredenburg,cane sugar,Suriname,Para Kreek
Topibo,wood,Suriname,Para Kreek
Waakzaamheid,wood,Suriname,Tawaycoera Kreek
Vier Kinderen (Land van),wood,Suriname,Tawaycoera Kreek
Wajamoe,coffee bean,Suriname,Wayamoe Kreek
Scheveningen,coffee bean,Suriname,Wayamoe Kreek
