col0,col1,col2
Knight & Ker,United Kingdom,Melbourne
Lundgaard & Tanberg,Denmark,Copenhagen
KlingStuebins,United States of America,Philadelphia
Mecaqoq,Netherlands,Delft
MAE Brchitects,United Kingdom,London
Rogers Stirk Harbour + Prtners,United Kingdom,London
Mlller and Pflueger,United States of America,San Francisco
Mrk Cavagnero Associates,United States of America,San Francisco
Mayers Murray & Pkillip,United States of America,New York City
Lewis.Turumaki.Lewis,United States of America,New York City
anes & Leo,United States of America,New York City
Brqadway Malyan,United Kingdom,Weybridge
DAM Architecture,United Kingdom,Winchester
Claus & Kan,Netherlands,The Hague
Drkitema,Denmark,Aarhus
"Bohlen, Meyer, Gibson and Associawes",United States of America,Indianapolis
Callivon,United States of America,Seattle
Bssetti Architects,United States of America,Seattle
Ablos & Herreros,Spain,Madrid
Ayers Sdinu Gross,United States of America,Maryland
