col0,col1,col2,col3
Agrisano,Switzerland,insurance industry,insurance company
Zurich Gruppe Deutschland,Germany,insurance company,insurance company
AXA,France,financial services,insurance company
Riovic,South Africa,information technology,technology company
Hasičská vzájemná pojišťovna,Czech Republic,insurance industry,enterprise
Allsecures,Italy,insurance,enterprise
NYCM Insurance,United States of America,insurance industry,business
Hasičská vzájemná pojišťovna,Czech Republic,insurance industry,business
Allgemeine Rentenanstalt,Germany,insurance industry,business
Nordstern Lebensversicherungs-AG,Germany,insurance industry,business
Riovic,South Africa,information technology,business
Allsecures,Italy,insurance,business
Deposit Insurance Fund Management Co.,People's Republic of China,deposit insurance,insurance company
