col0,col1,col2,col3,col4
Hitec Products 2017,road bicycle racing,Charlotte Becker,Hitec Products,2017-12-31
Itau Shimano Ladies Power 2015,road bicycle racing,Cristina Irma Greve,Itau Shimano Ladies Power,2015-12-31
Lointek 2016,road bicycle racing,Gloria Rodríguez,Lointek,2016-12-31
Top Girls Fassa Bortolo 2016,road bicycle racing,Irene Bitto,Top Girls Fassa Bortolo,2016-12-31
Weber Shimano Ladies Power 2016,road bicycle racing,Jessenia Meneses,Weber Shimano Ladies Power,2016-12-31
Visit Dallas DNA 2016,road bicycle racing,Mia Manganello,Visit Dallas DNA,2016-12-31
Topsport Vlaanderen-Etixx 2016,road bicycle racing,Kelly Druyts,Topsport Vlaanderen-Etixx,2016-12-31
Alé Cipollini Galassia 2017,road bicycle racing,Marta Bastianelli,Alé Cipollini Galassia,2017-12-31
Servetto Footon 2016,road bicycle racing,Nicole Brändli,Servetto Footon,2016-12-31
Rally 2016,road bicycle racing,Jasmin Glaesser,Rally,2016-12-31
Orica-Scott 2017,road bicycle racing,Annemiek van Vleuten,Orica-Scott,2017-12-31
Podium Ambition 2016,road bicycle racing,Sharon Laws,Podium Ambition-Club La Santa,2016-12-31
Wiggle High5 2017,road bicycle racing,Claudia Lichtenberg,Wiggle High5,2017-12-31
2015 Astana–Acca Due O season,road bicycle racing,Ingrid Drexel,Astana-Acca Due O,2015-12-31
Cervélo-Bigla 2016,road bicycle racing,Ashleigh Moolman-Pasio,Cervélo Bigla,2016-12-31
Alé Cipollini 2015,road bicycle racing,Shelley Olds,Alé Cipollini,2015-12-31
Twenty16-Sho-Air 2015,road bicycle racing,Kristin Armstrong,Twenty16-Sho-Air,2015-12-31
2016 Twenty16-Ridebiker,road bicycle racing,Kristin Armstrong,Twenty16-Ridebiker,2016-12-31
Lotto Soudal Ladies 2016,road bicycle racing,Claudia Lichtenberg,Lotto Soudal Ladies,2016-12-31
Hitec Products 2016,road bicycle racing,Charlotte Becker,Hitec Products,2016-12-31
