col0,col1,col2
Mary McConnel School,Australia,Mary McConnel
Peter Moyes Anglican Community School,Australia,Peter Moyes
Gleeson College,Australia,James Gleeson
Fahan School,Australia,Fahan
Frederick Irwin Anglican School,Australia,Frederick Irwin
Markham College,Peru,Clements Markham
Parle Tilak Vidyalaya English Medium School,India,Bal Gangadhar Tilak
Knox Grammar School,Australia,John Knox
Prince Alfred College,Australia,Alfred
Granada Islamic School,United States of America,Granada
"Colegio Franklin Delano Roosevelt, The American School of Lima",Peru,Franklin Delano Roosevelt
Scuola Italiana Dante Alighieri,Paraguay,Dante Alighieri
"Queen Mary School, Mumbai",India,Virgin Mary
Bishop Druitt College,Australia,Cecil Druitt
Zografeion Lyceum,Turkey,Christakis Zografos
Assumption College,Thailand,Assumption Cathedral
Discovery College,People's Republic of China,Discovery Bay
Cedar College,Australia,Psalm 92
Földessy Theatre and Drama Studio,Hungary,Margit Földessy
Collège Mariste Champville,Lebanon,Marcellin Champagna
