col0,col1,col2,col3,col4
Comarcal Councl of Vallès Occidental,Spain,1988/03/09,president of Comarcal Council of Vallès Occidental,Vallès Occidental
Comarcal Council oi Osona,Spain,1988/03/09,president of Comarcal Council of Osona,Osona
Comarca Council of Cerdanya,Spain,1988/03/09,president of Comarcal Council of Cerdanya,Cerdanya
Comarcal Cuncil of La Selva,Spain,1988/03/09,president of Comarcal Council of La Selva,Selva
Comarcal Council of Baix Epordà,Spain,1988/03/09,president of Comarcal Council of Baix Empordà,Baix Empordà
Comarcal Council of Pla de l'Esany,Spain,1988/07/27,president of Comarcal Council of Pla de l'Estany,Pla de l’Estany
Comarcal Council of ironès,Spain,1988/03/09,president of Comarcal Council of Gironès,Gironès
ComarcalCouncil of Solsonès,Spain,1988/03/09,president of Comarcal Council of Solsonès,Solsonès
Domarcal Council of Segarra,Spain,1988/03/09,president of Comarcal Council of Segarra,Segarra
Comarcal Counci of Garrigues,Spain,1988/03/09,president of Comarcal Council of Garrigues,Garrigues
Comarcal Council of Uriell,Spain,1988/03/09,president of Comarcal Council of Urgell,Urgell
