col0,col1,col2
The Ecology Party,Coventry,United Kingdom
Partido Ecologista Radical Intransigente,Montevideo,Uruguay
Partido Verde Eto-Ecologista,Montevideo,Uruguay
Ecologists Greece,Athens,Greece
Lithuanian Green Party,Vilnius,Lithuania
Pacific Green Party,Eugene,United States of America
Green Party of Minnesota,Saint Paul,United States of America
Maryland Green Party,Baltimore,United States of America
Greens/Green Party USA,Chicago,United States of America
The Eco-pacifist Greens,Benidorm,Spain
The Greens of the Valencian Country,Gandia,Spain
The Greens–Green Option,L'Hospitalet de Llobregat,Spain
The Greens–Green Alternative,Sant Feliu de Guíxols,Spain
IniciativaVerds,Palma,Spain
