col0,col1,col2
Federation of German Trade Unions,1919-01-01,Weimar Republic
Free German Trade Union Federation,1945-01-01,German Democratic Republic
Sudanese Professionals Association,2016-10-01,Sudan
Christian Confederation of Malagasy Trade Unions,1938-01-01,Madagascar
National Confederation of Guinean Workers,1958-01-01,Guinea
African Trade Union Congress,1962-01-01,Zimbabwe
All Pakistan Federation of Trade Unions,1947-01-01,Pakistan
National Labor Federation in Eretz-Israel,1934-01-01,Israel
Histadrut,1920-01-01,Israel
Workers' House,1958-01-01,Iran
Unión Nacional de Trabajadores de Venezuela,2003-04-05,Venezuela
Confederación General de Trabajadores del Perú,1929-05-17,Peru
National Trades Union Congress,1961-01-01,Singapore
South African Federation of Trade Unions,2017-01-01,South Africa
South African Congress of Trade Unions,1955-01-01,South Africa
Congress of South African Trade Unions,1985-12-01,South Africa
Icelandic Confederation of Labour,1916-01-01,Iceland
Christian Trade Union Federation of Germany,1959-06-27,Germany
Confederation of German Trade Unions,1949-10-12,Germany
German Civil Service Federation,1918-01-01,Germany
