col0,col1,col2,col3,col4,col5
Newnham College,United Kingdom,Cambridge,Henry Sidgwick,1871-01-01,college of the University of Cambridge
Trinity Hall,United Kingdom,Cambridge,William Bateman,1350-01-01,college of the University of Cambridge
Jesus College,United Kingdom,Cambridge,John Alcock,1496-01-01,college of the University of Cambridge
Pembroke College,United Kingdom,Cambridge,Marie de St Pol,1347-01-01,college of the University of Cambridge
Gonville and Caius College,United Kingdom,Cambridge,John Caius,1348-01-01,college of the University of Cambridge
Emmanuel College,United Kingdom,Cambridge,Walter Mildmay,1584-01-01,college of the University of Cambridge
Girton College,United Kingdom,South Cambridgeshire,Barbara Bodichon,1869-10-16,college of the University of Cambridge
St Edmund's College,United Kingdom,Cambridge,"Henry Fitzalan-Howard, 15th Duke of Norfolk",1896-01-01,college of the University of Cambridge
Queens' College,United Kingdom,Cambridge,Elizabeth Woodville,1448-01-01,college of the University of Cambridge
Clare Hall,United Kingdom,Cambridge,Clare College,1966-01-01,college of the University of Cambridge
Clare College,United Kingdom,Cambridge,Richard Badew,1326-01-01,college of the University of Cambridge
Christ's College,United Kingdom,Cambridge,Lady Margaret Beaufort,1505-01-01,college of the University of Cambridge
St John's College,United Kingdom,Cambridge,Lady Margaret Beaufort,1511-01-01,college of the University of Cambridge
Darwin College,United Kingdom,Cambridge,Gonville and Caius College,1964-01-01,college of the University of Cambridge
Peterhouse,United Kingdom,Cambridge,Hugh de Balsham,1284-01-01,college of the University of Cambridge
