col0,col1,col2
Netherlands national football team,1,men's association football
Burkina Faso national football team,35,men's association football
Germany national football team,1,men's association football
Spain national football team,1,men's association football
Scotland national football team,19,men's association football
Madagascar national football team,134,men's association football
Dominica national football team,128,men's association football
Philippines national football team,149,men's association football
Solomon Islands national football team,120,men's association football
Peru national football team,10,men's association football
Mali national football team,23,men's association football
Burundi national football team,96,men's association football
Aruba national football team,112,men's association football
Sri Lanka national football team,122,men's association football
Mauritius national football team,142,men's association football
Belize national football team,114,men's association football
Eritrea national football team,155,men's association football
Senegal national football team,23,men's association football
Maldives national football team,126,men's association football
Liberia national football team,66,men's association football
