col0,col1,col2,col3,col4,col5,col6
2015 Four Continents Figure Skating Championships - ice dancing short dance,2015 Four Continents Figure Skating Championships - ice dancing,Madison Chock,International Skating Union,South Korea,senior,2015-02-12
2017 Four Continents Figure Skating Championships - ice dancing short dance,2017 Four Continents Figure Skating Championships - ice dancing,Tessa Virtue,International Skating Union,South Korea,senior,2017-02-16
short dance of ice dancing at the 2018 Winter Olympics,figure skating at the 2018 Winter Olympics – ice dancing,Tessa Virtue,International Olympic Committee,South Korea,senior,2018-02-19
team event ice dance short dance at the 2018 Winter Olympics,figure skating at the 2018 Winter Olympics – Team event,Canada,International Olympic Committee,South Korea,senior,2018-02-11
2018 Four Continents Figure Skating Championships - ice dancing short dance,2018 Four Continents Figure Skating Championships - ice dancing,Kaitlin Hawayek,International Skating Union,Taiwan,senior,2018-01-24
2014 Four Continents Figure Skating Championships - ice dancing short dance,2014 Four Continents Figure Skating Championships - ice dancing,Paul Poirier,International Skating Union,Taiwan,senior,2014-01-22
2016 Four Continents Figure Skating Championships - ice dancing short dance,2016 Four Continents Figure Skating Championships - ice dancing,Maia Shibutani,International Skating Union,Taiwan,senior,2016-02-18
2011 Four Continents Figure Skating Championships - ice dancing short dance,2011 Four Continents Figure Skating Championships - ice dancing,Tessa Virtue,International Skating Union,Taiwan,senior,2011-02-17
2013 European Figure Skating Championships - ice dancing short dance,2013 European Figure Skating Championships - ice dancing,Ekaterina Bobrova,International Skating Union,Croatia,senior,2013-01-23
2016 European Figure Skating Championships - ice dancing short dance,2016 European Figure Skating Championships - ice dancing,Anna Cappellini,International Skating Union,Slovakia,senior,2016-01-28
2017 European Figure Skating Championships - ice dancing short dance,2017 European Figure Skating Championships - ice dancing,Ekaterina Bobrova,International Skating Union,Czech Republic,senior,2017-01-26
2018 European Figure Skating Championships - ice dancing short dance,2018 European Figure Skating Championships - ice dancing,Gabriella Papadakis,International Skating Union,Russia,senior,2018-01-19
2011 World Figure Skating Championships - ice dancing short dance,2011 World Figure Skating Championships - ice dancing,Tessa Virtue,International Skating Union,Russia,senior,2011-04-29
2015 World Figure Skating Championships - ice dancing short dance,2015 World Figure Skating Championships - ice dancing,Madison Chock,International Skating Union,People's Republic of China,senior,2015-03-25
