col0,col1,col2,col3
Austin FC,Austin FC stadium,Major League Soccer,United States of America
Sporting de Gijón,Escuela de Fútbol de Mareo,Segunda División,Spain
Forge FC,Tim Hortons Field,Canadian Premier League,Canada
Valour FC,IG Field,Canadian Premier League,Canada
Icheon Sangmu FC,Icheon Sports Complex,Korea National League,South Korea
Avondale Heights SC,Knights Stadium,Victorian Premier League,Australia
HNK Rijeka Reserves and Academy,Stadion Rujevica,Treća HNL,Croatia
CSM Slatina,Stadionul 1 Mai (Slatina),Liga III,Romania
Wigan County F.C.,Springfield Park,Lancashire League,United Kingdom
Minnesota United FC Reserves,East Ridge High School,Great Lakes Premier League,United States of America
