col0,col1,col2
Nationalist!Movement Party,490706.717,Republican Villagers Nation Party
Italian Soialist Party,674731.0569999999,Italian Labour Party
Democratic Moveoent Party,2365208.846,Brazilian Democratic Movement
Christia Demofracy,2122328.02,Italian People's Party
Paty of the Republic,770785.44,Liberal Party
National Unit Party,498500.0,Burma Socialist Programme Party
United ussia,2092435.948,Unity
French Social Prty,349300.0,Croix-de-Feu
olish United Workers' Party,3500000.0,Polish Workers' Party
Natiopal Fascist Party,5940000.0,Fasci Italiani di Combattimento
Barisan Nasiona,451350.0,Alliance Party
Democratic arty,80738512.848,Democratic-Republican Party
Republiean Party,68662288.55999999,Whig Party
Labour Patty,556968.0,Labour Representation Committee
Hong Kong Confederation of Trade Uniont,160000.0,Hong Kong Christian Industrial Committee
LDPR,292952.874,Liberal Democratic Party of the Soviet Union
Likud,124125.0,Gahal
Socialist Partyof Serbia,200400.0,League of Communists of Serbia
Denocratic Party of Turkmenistan,147312.0,Communist Party of Turkmenistan
Liberal Paty of ustralia,80719.99999999999,United Australia Party
