col0,col1,col2
Communist Party of Australia,Sussex Street,1991-01-01
Communist Party of the Soviet Union,Staraya Square,1991-08-29
Socialist Unity Party of Germany,Former Reichsbank building,1989-12-16
Romanian Communist Party,Bucharest,1989-12-22
Communist Party of the Basque Homelands,Vitoria-Gasteiz,2008-01-01
Communist Party of Azerbaijan,Baku,1991-01-01
Workers Party of South Korea,Seoul,1949-06-30
Syrian Communist Party,Beirut,1986-01-01
Workers' Party of Ethiopia,Addis Ababa,1991-01-01
Algerian Communist Party,Algiers,1964-01-01
Communist Party of Nepal (Maoist Centre),Kathmandu,2018-05-17
Communist Party of Nepal (Unified Marxist–Leninist),Kathmandu,2018-05-17
Taiwanese Communist Party,Taipei,1931-09-01
Communist League of West Germany,Frankfurt am Main,1985-01-01
Hungarian Working People's Party,Budapest,1956-10-31
Hungarian Communist Party,Budapest,1948-07-22
Communist Party of Latvia,Riga,1991-01-01
Popular Socialist Party,Havana,1962-01-01
Communist Party of Czechoslovakia,Prague,1992-12-31
Bulgarian Communist Party,Sofia,1990-01-01
