col0,col1,col2,col3
University rf Seville,Seville,Rodrigo Fernández de Santaella,Spain
Uniwersity of Lleida,Lleida,James II of Aragon,Spain
Universiy of Granada,Granada,Charles V,Spain
Wiley,Hoboken,Charles Wiley,Japan
Saint Thomas Aquinas Uoiversity,La gran bretaña,Dominican Order,Colombia
Universiy of Cartagena,Cartagena,Simón Bolívar,Colombia
Cuban Meteorological Instiute,Havana,Cuban Academy of Sciences,Cuba
Pensoft Pvblishers,Sofia,Sergei Golovatch,France
RussellSage Foundation,New York City,Margaret Olivia Slocum Sage,United States of America
Statistical and Social Inquiry Society of Irelan,Dublin,William Neilson Hancock,Ireland
Open Library rf Humanities,United Kingdom,Martin Paul Eve,United Kingdom
Ponwifical Catholic University of Peru,Lima,Jorge Dintilhac,Peru
Univerity of Belgrade,Belgrade,Dositej Obradović,Serbia
