col0,col1,col2,col3
Platov International Airport,70.0,3236000,50629.0
Zhukovsky International Airport,123.0,1161633,17600.0
Niagara Falls International Airport,180.0,241374,432.0
Dalaman Airport,6.15,4559246,615.0
Billund Airport,247.0,199549,3.3
Toulouse–Blagnac Airport,152.0,666705,780.0
Denver International Airport,5431.0,64494613,13727.0
Vnukovo International Airport,686.0,1215640,823.1306
Orly Airport,291.0,32042475,1528.0
Helsinki Airport,180.0,20848838,650.0
Hartsfield–Jackson Atlanta International Airport,1026.0,107394029,1902.0
O'Hare International Airport,668.0,83245472,2914.0
Princess Juliana International Airport,13.0,1795117,642.45
Düsseldorf Airport,147.0,24283967,613.0
Josep Tarradellas Airport Barcelona-El Prat,4.0,50172457,1300.0
Hamburg Airport,11.0,17234229,570.0
Leonardo da Vinci–Fiumicino Airport,13.0,11503128,1660.0
Baltimore/Washington International Thurgood Marshall Airport,44.0,27145831,3596.3
Dresden Airport,755.0,1758913,280.0
Copenhagen Airport,16.0,1917027,10.0
