col0,col1,col2
Baltimore Colts,1947-01-01,1950-01-01
Sacramento Mountain Lions,2009-01-01,2012-01-01
Amsterdam Admirals,1995-01-01,2007-01-01
Akron Pros,1920-01-01,1926-01-01
Red Barons Cologne,1981-01-01,1991-01-01
Miami Seahawks,1946-01-01,1947-01-01
Colchester Gladiators,1983-01-01,1996-01-01
Cincinnati Celts,1910-01-01,1923-01-01
Chicago Winds,1975-01-01,1975-09-01
Chicago Tigers,1920-01-01,1920-01-01
Chicago Fire,1973-10-01,1975-01-01
Chicago Blitz,1983-01-01,1984-01-01
Bournemouth Bobcats,1984-01-01,1991-01-01
San Antonio Riders,1991-01-01,1992-01-01
Arendal Wildcats,1993-01-01,2006-01-01
Milano Seamen,1981-01-01,1990-01-01
Istanbul Cavaliers,2005-01-01,2012-01-01
Maia Renegades,2005-01-01,2017-01-01
Madrid Panteras,1989-01-01,1998-01-01
George Washington Colonials football,1881-01-01,1966-01-01
