col0,col1,col2,col3,col4
Tittoni Cabinet,1905-03-12,Kingdom of Italy,1905-03-28,Tommaso Tittoni
Pelloux II Cabinet,1899-05-14,Kingdom of Italy,1900-06-24,Luigi Pelloux
Pelloux I Cabinet,1898-06-29,Kingdom of Italy,1899-05-14,Luigi Pelloux
Ricasoli II Cabinet,1866-06-20,Kingdom of Italy,1867-04-10,Bettino Ricasoli
Ricasoli I Cabinet,1861-06-12,Kingdom of Italy,1862-03-03,Bettino Ricasoli
Parri Cabinet,1945-06-21,Kingdom of Italy,1945-12-10,Ferruccio Parri
La Marmora III Cabinet,1865-12-31,Kingdom of Italy,1866-06-20,Alfonso La Marmora
La Marmora II Cabinet,1864-09-28,Kingdom of Italy,1865-12-31,Alfonso La Marmora
Boselli Cabinet,1916-06-18,Kingdom of Italy,1917-10-29,Paolo Boselli
Rattazzi II Cabinet,1867-04-10,Kingdom of Italy,1867-10-27,Urbano Rattazzi
Rattazzi I Cabinet,1862-03-03,Kingdom of Italy,1862-12-08,Urbano Rattazzi
Facta II Cabinet,1922-08-01,Kingdom of Italy,1922-10-31,Luigi Facta
Facta I Cabinet,1922-02-26,Kingdom of Italy,1922-08-01,Luigi Facta
