col0,col1,col2,col3
Consulate-General of Russia in Debrecen,1980-03-04,Debrecen,Russia
Consulate General of Denmark in Flensburg,1920-01-01,Flensburg,Denmark
Consulate General of Hungary in Uzhhorod,1991-01-01,Uzhhorod,Hungary
"Consulate General of Hungary, Cluj-Napoca",1922-01-01,Cluj-Napoca,Hungary
Consulate General of Hungary in Košice,2000-08-18,Košice,Hungary
Consulate General of Hungary in Munich,1922-01-01,Munich,Hungary
"Consulate General of Hungary, Yekaterinburg",2007-12-21,Yekaterinburg,Hungary
"Consulate General of Northern Cyprus, Istanbul",1981-01-01,Istanbul,Turkish Republic of Northern Cyprus
Consulate General of Mongolia in Osaka,2012-03-14,Ōsaka,Mongolia
"Consulate-General of China, Chongjin",1987-07-01,Chongjin,People's Republic of China
"Consulate General of Poland, Grodno",1991-01-01,Grodno,Poland
