col0,col1,col2,col3
Coastal Fleet,fleet,Sweden,1904-01-01
5th Fleet,fleet,Empire of Japan,1938-01-01
3rd Fleet,fleet,Empire of Japan,1903-01-01
1st Fleet,fleet,Empire of Japan,1903-01-01
The Black Sea Fleet of the Soviet Navy,fleet,Soviet Union,1917-12-16
2nd Fleet,fleet,Empire of Japan,1903-01-01
National Defense Reserve Fleet,fleet,United States of America,1946-01-01
Force X,fleet,France,1940-01-01
United States Tenth Fleet,fleet,United States of America,1945-06-01
United States Second Fleet,fleet,United States of America,1950-01-01
United States Third Fleet,fleet,United States of America,1943-01-01
British Pacific Fleet,fleet,United Kingdom,1944-11-22
United States Sixth Fleet,fleet,United States of America,1950-01-01
Home Fleet,fleet,United Kingdom,1902-01-01
Royal Fleet Auxiliary,fleet,United Kingdom,1905-01-01
