col0,col1,col2,col3
Super Vocal,2019-12-04,People's Republic of China,operatic pop
Second Alibi,2014-01-01,United States of America,electronic dance music
NCT Dream,2016-08-24,South Korea,teen pop
Super Vocal,2019-12-04,People's Republic of China,crossover
IZ,2017-01-01,South Korea,pop rock
Second Alibi,2014-01-01,United States of America,pop rock
M.O.N.T,2017-01-01,South Korea,dance music
Enoi,2019-01-01,South Korea,K-pop
M.O.N.T,2017-01-01,South Korea,K-pop
Exo-SC,2019-01-01,South Korea,K-pop
AB6IX,2019-01-01,South Korea,K-pop
D1CE,2019-01-01,South Korea,K-pop
1the9,2019-01-01,South Korea,K-pop
