col0,col1,col2,col3
Adelaide Comets,West Torrens,Adelaide Comets Football Club,West Torrens
West Adelaide Soccer Club,Port Adelaide Enfield,West Adelaide Soccer Club,Port Adelaide Enfield
Disston A.A.,Philadelphia,Philadelphia Tacony Disston Athletic Association Football Club,Philadelphia
Milton Keynes Dons F.C.,Milton Keynes,Milton Keynes Dons Football Club,Milton Keynes
Chester City F.C.,Chester,Chester City Football Club,Chester
R.F.C. Seraing,Seraing,Royal Football Club Seraing,Liège
Brisbane Roar FC,Queensland,Brisbane Roar Football Club,Brisbane
Adelaide United Football Club,Charles Sturt,Adelaide United Football Club,Adelaide
Newcastle United F.C.,Newcastle upon Tyne,Newcastle United Football Club,Newcastle upon Tyne
Burnley F.C.,Burnley,Burnley Football Club,Burnley
Reading F.C.,Reading,Reading Football Club,Reading
Leicester City F.C.,Leicester,Leicester City Football Club,Leicester
