col0,col1,col2,col3,col4
Dimension Data-Qhubeka 2016,NTT Continental Cycling Team,Dimension Data-Qhubeka,Metkel Eyob,Carol Austin
Rally 2016,Rally Cycling,Rally,Jesse Anthony,Charles Aaron
Telenet-Fidea 2016,Telenet-Fidea,Telenet-Fidea,Thijs van Amerongen,Hans Van Kasteren
Superano Ham-Isorex 2016,Superano Ham-Isorex,Superano Ham-Isorex,Gorik Gardeyn,Peter Bauwens
ONE 2016,ONE,ONE,Dion Smith,Rebecca Frewing
Crelan-Vastgoedservice 2016,Pauwels Sauzen-Vastgoedservice,Crelan-Vastgoedservice,David Boucher,Geert Vanhoof
Klein Constantia 2016,Klein Constantia,Klein Constantia,Maximilian Schachmann,Petr Kovač
Almeborg-Bornholm 2015,BHS-Almeborg Bornholm,Almeborg-Bornholm,Anders Holm,Frank Andreasen
Telenet-Fidea 2016,Telenet-Fidea,Telenet-Fidea,Quinten Hermans,Hans Van Kasteren
Superano Ham-Isorex 2016,Superano Ham-Isorex,Superano Ham-Isorex,Jelle Donders,Peter Bauwens
Sparebanken Sør 2016,Sparebanken Sør,Sparebanken Sør,Andreas Vangstad,Kjell Karlsen
Felbermayr Simplon Wels 2016,Felbermayr Simplon Wels,Felbermayr Simplon Wels,Markus Eibegger,Daniel Repitz
Kolss-BDC 2016,Kolss-BDC,Kolss-BDC,Denys Kostyuk,Mykola Skorenko
