col0,col1,col2
Baú de viagem 01,Diamantina,Museu do Diamante
Barbela 02,Diamantina,Museu do Diamante
Barbela 01,Diamantina,Museu do Diamante
Balança 02,Diamantina,Museu do Diamante
Balança 01,Diamantina,Museu do Diamante
Baioneta,Diamantina,Museu do Diamante
Armário,Diamantina,Museu do Diamante
par de chifres de veado galheiro,Diamantina,Museu do Diamante
osso de mastodonte fóssil,Diamantina,Museu do Diamante
couro de jacaré,Diamantina,Museu do Diamante
Abotoadeira de sapato,Diamantina,Museu do Diamante
Grupo escultórico religioso,Rio de Janeiro,Museu do Diamante
Cristo crucificado,Rio de Janeiro,Museu do Diamante
Crucifixo 02,Belo Horizonte,Museu do Diamante
Santa 03,Belo Horizonte,Museu do Diamante
Revólver,Minas Gerais,Museu do Diamante
Relógio-Armário,Minas Gerais,Museu do Diamante
Xícara de café,Diamantina,Museu do Diamante
Trompete para desfile militar,Diamantina,Museu do Diamante
Travessa 03,Diamantina,Museu do Diamante
