col0,col1,col2
Communauté de communes de la Haute Ariège,Ariège,7440
Communauté de communes Vallée de l'Ubaye Serre-Ponçon,Alpes-de-Haute-Provence,8189
Communauté de communes Haute-Provence Pays de Banon,Alpes-de-Haute-Provence,9897
Communauté de communes du Guillestrois et du Queyras,Hautes-Alpes,8187
Communauté de communes de Serre-Ponçon,Hautes-Alpes,16799
Communauté de communes Champsaur-Valgaudemar,Hautes-Alpes,11474
Communauté de communes Serre-Ponçon Val d'Avance,Hautes-Alpes,7710
Communauté de communes Le Grand Charolais,Allier,41905
Communauté de communes de l'Est de la Somme,Aisne,21015
Communauté de communes Retz-en-Valois,Aisne,30628
Communauté de communes Porte Océane du Limousin,Haute-Vienne,26424
Communauté de communes de Vie et Boulogne,Vendée,44170
