col0,col1,col2,col3
FO&O,2013-01-01,Sweden,2017-01-01
D12,1996-01-01,United States of America,2018-01-01
Kuuk,2013-01-01,Norway,2018-01-01
Pooh,1966-01-01,Italy,2016-01-01
Lighthouse X,2012-01-01,Denmark,2016-01-01
Disappears,2008-01-01,United States of America,2016-01-01
Le Tigre,1998-01-01,United States of America,2016-01-01
Flowing Tears,1994-01-01,Germany,2014-01-01
The Dubbeez,2014-01-01,Kingdom of the Netherlands,2019-01-01
Choc Stars,1983-11-01,Democratic Republic of the Congo,2019-12-04
Mandrage,2004-01-01,Czech Republic,2020-01-01
Two Lone Swordsmen,1996-01-01,United Kingdom,2020-01-01
