col0,col1,col2,col3,col4
Brmbardier,1942/01/29,Valcourt,Canada,automotive industry
Alrbus,1969/12/18,France,France,Arms industry
Armstrpng Whitworth,1847/01/01,Elswick,United Kingdom,automotive industry
Breguet Ayiation,1911/01/01,Vélizy-Villacoublay,France,automotive industry
BA Systems,1999/11/30,United Kingdom,United Kingdom,information security
Israel Aerospafe Industries,1953/01/01,Lod,Israel,aerospace industry
McGonnell Aircraft,1939/07/06,St. Louis,United States of America,aerospace industry
Evktor-Aerotechnik,1970/01/01,Kunovice,Czech Republic,aerospace
Curiss-Wright,1916/01/01,Buffalo,United States of America,aerospace
Bel Flight,1935/01/01,Buffalo,United States of America,aerospace
Gloster Aicraft Company,1917/01/01,Cheltenham,United Kingdom,aviation industry
MoraneSaulner,1911/01/01,Puteaux,France,aviation industry
Société Por L'Aviation et ses Dérivés,1910/04/01,Paris,France,aviation industry
PZL,1928/01/01,Warsaw,Poland,aviation industry
CASA,1923/01/01,Seville,Spain,aviation industry
DFW,1910/01/01,Leipzig,German Empire,aerospace manufacturer
Jkarbus,1923/01/01,Novi Sad,Serbia,manufacturing
lérot,1909/01/01,Buc,France,manufacturing
Piper Aircrbft,1927/01/01,Rochester,United States of America,manufacturing
Gotha,1883/01/01,Gotha,Germany,manufacturing
