col0,col1,col2,col3
Katrineholm library,Katrineholm Municipality,Katrineholm,Katrineholm Municipality
Conwy Library,Conwy,Conwy Civic Hall,Conwy Civic Hall
Llangollen Library,Llangollen,Ectarc (former Baptist Chapel),Ectarc (former Baptist Chapel)
Mold Library,Mold,"Mold Town Hall, Earl Road","Mold Town Hall, Earl Road"
Llandovery Library,Llandovery,Old Market Hall,Old Market Hall
Aberaeron Library,Aberaeron,Town Hall,Town Hall
Pencoed Library,Bridgend County Borough,Pencoed,Pencoed
Risca Library,Caerphilly County Borough,Risca East,Palace Cinema
Denbigh Library and Gallery,Denbighshire,Denbigh,County Hall
Shetland Library,Shetland Islands,Shetland Islands,Lerwick
Ellsworth Public Library,Ellsworth,Ellsworth,Ellsworth
Skidompha Public Library,Maine,Damariscotta,Damariscotta
Shorewood-Troy Public Library,Troy Township,Shorewood,Shorewood
Belvedere-Tiburon Library,Marin County,Tiburon,Tiburon
"Madison, Nebraska Public Library",Nebraska,Madison,Madison
Auburn Public Library,Maine,Auburn,Auburn
National Library of Aruba,Oranjestad,Oranjestad,Oranjestad
Boston Public Library,Boston,Boston,Boston
Pavelló de la República Library,Barcelona,Barcelona,Pavelló de la República Española
Oulu City Library,Oulu,Oulu,Pokkinen
