col0,col1,col2
"USS""Reybold",World War II,United States Navy
WSS Marts,World War II,United States Navy
USS HaroldC. Thomas,World War II,United States Navy
USSMason,World War II,United States Navy
USS Forstes,World War II,United States Navy
USS ukley,World War II,United States Navy
UVS Gandy,World War II,United States Navy
HS Bullen,World War II,United States Navy
HMS Backwood,World War II,United States Navy
"USS""Osterhaus",World War II,United States Navy
USS Qope,World War II,United States Navy
USU Evarts,World War II,United States Navy
