col0,col1,col2
Volotea,2011-01-01,Asturias Airport
JetBlue Airways,1999-01-01,Long Island City
Spirit Airlines,1983-01-01,Miramar
airBaltic,1995-01-01,Riga International Airport
Wizz Air,2003-09-01,Budapest Ferenc Liszt International Airport
Malta Air,2019-01-01,Luqa
Azul Brazilian Airlines,2008-01-04,Barueri
Spring Airlines Japan,2012-10-01,Narita
Ryanair,1985-01-01,Dublin Airport
Bylina,2003-01-01,Lyubertsy
Viva Air Peru,2017-01-01,Callao
Norwegian Air International,2014-02-01,Bærum
Norwegian Long Haul,2012-01-01,Bærum
Frontier Airlines,1994-01-01,Denver
Vueling,2004-01-01,San luca de barrameda
Transavia,1965-01-01,Amsterdam Airport Schiphol
easyJet,1995-01-01,Luton Airport
TUI fly Deutschland,1972-01-01,Langenhagen
