col0,col1,col2,col3
Michelle Smith Performing Arts Library,Michelle Smith,College Park,2002-11-26
McKeldin Library,Theodore McKeldin,College Park,1958-01-01
Buswell Memorial Library,J. Oliver Buswell,Wheaton,1950-01-01
"Centro Bibliotecario di Ateneo, University of Salerno",Eduardo R. Caianiello,Fisciano,1997-01-01
Lanchester library,Frederick W. Lanchester,Coventry,2000-09-01
Roy O. West Library,Roy Owen West,Indiana,1956-01-01
George Forbes Memorial Library,George Forbes,Selwyn District,1957-01-01
Vernon R. Alden Library,Vernon Alden,Athens,1969-05-23
Tomás Rivera Library,Tomás Rivera,Riverside,1953-12-01
Vernon R. Alden Library,Vernon Alden,Ohio,1969-05-23
