col0,col1,col2,col3,col4,col5
Saxo Bank-Sungard 2011,Saxo Bank-Tinkoff Bank 2012,2011-01-01,2011-01-01,2011-12-31,road bicycle racing
CSC 2006,CSC 2007,2006-01-01,2006-01-01,2006-12-31,road bicycle racing
Milram 2007,Milram 2008,2007-01-01,2007-01-01,2007-12-31,road bicycle racing
Lotto-Belisol 2012,Lotto-Belisol 2013,2012-01-01,2012-01-01,2012-12-31,road bicycle racing
Sky 2011,Sky 2012,2011-01-01,2011-01-01,2011-12-31,road bicycle racing
Crédit Agricole 2007,Crédit Agricole 2008,2007-01-01,2007-01-01,2007-12-31,road bicycle racing
Astana 2007,Astana 2008,2007-01-01,2007-01-01,2007-12-31,road bicycle racing
Caisse d'Épargne 2010,2011 Movistar Team season,2010-01-01,2010-01-01,2010-12-31,road bicycle racing
Saxo Bank 2010,Saxo Bank-Sungard 2011,2010-01-01,2010-01-01,2010-12-31,road bicycle racing
Rabobank 2010,Rabobank 2011,2010-01-01,2010-01-01,2010-12-31,road bicycle racing
AG2R Prévoyance 2007,AG2R-La Mondiale 2008,2007-01-01,2007-01-01,2007-12-31,road bicycle racing
Sky 2010,Sky 2011,2010-01-01,2010-01-01,2010-12-31,road bicycle racing
