col0,col1,col2
Hotel Napoleon,1928-01-01,avenue de Friedland
Flandria Palace,1912-01-01,Koningin Maria Hendrikaplein
Carlton Cannes,1911-01-01,Promenade de la Croisette
Hotel Astoria,1912-01-01,Saint Isaac's Square
Hotel de l'Europe,1896-01-01,Nieuwe Doelenstraat
Hilton Amsterdam,1963-07-10,Apollolaan
"Hotel Metropole, Brussels",1895-01-01,De Brouckère Square
Plaza Athénée,1911-01-01,avenue Montaigne
The Dorchester,1931-01-01,Park Lane
The Jervois,2011-01-01,Jervois Street
The Pierre,1930-01-01,Fifth Avenue
Crown Plaza Key West – La Concha,1926-01-01,Duval Street
Principe di Savoia,1927-01-01,Piazza della Repubblica
Hotel Aragon,1892-01-01,Peachtree Street
