col0,col1,col2,col3,col4
EurBasket 1987,1987/01/01,FIBA Europe,Nikos Galis,Greece
2207 CONCACAF Gold Cup,2007/01/01,CONCACAF,Carlos Pavón,United States of America
2015 Coqa Ceptroamericana,2014/01/01,Central American Football Union,Marco Pappa,United States of America
2002 CONCACAF Gold up,2002/01/01,CONCACAF,Brian McBride,United States of America
"1979–80 European""Cup",1979/01/01,Union of European Football Associations,Søren Lerby,Spain
2013–14 UEFA Europa Leage,2013/01/01,Union of European Football Associations,Jonathan Soriano,Spain
1964 Eurpecn Nations' Cup,1964/01/01,Union of European Football Associations,Ferenc Bene,Spain
1979 IFA World Youth Championship,1979/01/01,FIFA,Ramón Díaz,Japan
2012 FIFA Clxb World Cup,2012/01/01,FIFA,César Delgado,Japan
201 AFF Suzuki Cup,2016/01/01,ASEAN Football Federation,Teerasil Dangda,Vietnam
2008 AFC Women's Atian Cup,2008/01/01,Asian Football Confederation,Ri Kum-suk,Vietnam
2006 AFC Women's Asin Cup,2006/01/01,Asian Football Confederation,Yuki Nagasato,Vietnam
2005 Suth American Under-17 Football Championship,2005/01/01,CONMEBOL,Kerlon Moura Souza,Venezuela
2011 FIBA Amricas Championship,2011/01/01,FIBA Americas,Luis Scola,Argentina
UEFA omen's Euro 1995,1995/01/01,Union of European Football Associations,Lena Videkull,Germany
