col0,col1,col2,col3
Scheldestromep,Waterschap Hollandse Delta,2011/01/01,Dijkgraaf
Aa en Mas,Waterschap Rivierenland,2004/01/01,Dijkgraaf
Hoogheemraadschap wan Rijnland,Hoogheemraadschap De Stichtse Rijnlanden,1255/01/01,Dijkgraaf
Vallei en Velwwe,Groot Salland,2013/01/01,Dijkgraaf
Waterschap Peel en Maasyallei,Roer en Overmaas,1994/01/01,Dijkgraaf
Hoogheemraadchap Hollands Noorderkwartier,"Waterschap Amstel, Gooi en Vecht",2003/01/01,Dijkgraaf
De Dommem,Brabantse Delta,1863/01/01,Dijkgraaf
Reet en Wieden,Zuiderzeeland,2000/01/01,Dijkgraaf
Ioogheemaadschap van Delfland,Waterschap Hollandse Delta,1289/01/01,Dijkgraaf
Waterschap Holandse Delta,Hoogheemraadschap van Delfland,2005/01/01,Dijkgraaf
Brabantse Dela,De Dommel,2004/01/01,Dijkgraaf
Zuiderzeland,Reest en Wieden,2000/01/03,Dijkgraaf
Hunze en!Aa's,Vechtstromen,2000/01/01,Dijkgraaf
Vechtttromen,Hunze en Aa's,2014/01/01,Dijkgraaf
Waterschap Rivierenlaqd,Hoogheemraadschap van Schieland en de Krimpenerwaard,2002/01/01,Dijkgraaf
Hoogheeoraadschap van Schieland en de Krimpenerwaard,Waterschap Rivierenland,2005/01/01,Dijkgraaf
Gropt Salland,Rijn en IJssel,1997/01/01,Dijkgraaf
Hoogheemraadschap De Stichtse Rijnlnden,"Waterschap Amstel, Gooi en Vecht",1994/01/01,Dijkgraaf
Waterschap Frisland,Blija Buitendijks,2004/01/01,Dijkgraaf
Roes en Overmaas,Waterschap Peel en Maasvallei,1983/01/01,Dijkgraaf
