col0,col1,col2,col3,col4
FCF Juvisy,Viry-Châtillon,1971-01-01,France,Division 1 Féminine
En avant Guingamp,Guingamp,1973-01-01,France,Division 1 Féminine
FC Metz,Metz,1999-01-01,France,Division 1 Féminine
Vittsjö GIK,Vittsjö,1933-11-22,Sweden,Damallsvenskan
Sunnanå SK,Skellefteå,1939-01-01,Sweden,Damallsvenskan
Piteå IF,Gothenburg,1985-01-01,Sweden,Damallsvenskan
Kopparbergs/Göteborg FC,Gothenburg,1970-01-01,Sweden,Damallsvenskan
FC Rosengård,Malmö,2007-01-01,Sweden,Damallsvenskan
Washington Spirit,Leesburg,2012-01-01,United States of America,National Women's Soccer League
Western New York Flash,Rochester,2008-01-01,United States of America,National Women's Soccer League
