col0,col1,col2,col3,col4
Ma'agalim,Sdot Negev Regional Council,1969,Israel,129
Haruv,Hevel Lakhish,361,Israel,363
Merkaz Hever,Gilboa Regional Council,429,Israel,69
Gidona,Gilboa Regional Council,411,Israel,-17
Merkaz Omen,Gilboa Regional Council,327,Israel,64
Merkaz Yael,Gilboa Regional Council,126,Israel,73
Kfar Hasidim Bet,Zevulun Regional Council,256,Israel,10
Mishmar David,Gezer Regional Council,700,Israel,156
Karmei Yosef,Gezer Regional Council,1674,Israel,228
Ganei Hadar,Gezer Regional Council,278,Israel,77
Beit Hashmonay,Gezer Regional Council,2171,Israel,113
Tzukei Yam,Hefer Valley Regional Council,270,Israel,28
Shoshanat HaAmakim,Hefer Valley Regional Council,518,Israel,17
Hofit,Hefer Valley Regional Council,739,Israel,16
"Neta, Israel",Lakhish Regional Council,453,Israel,425
Neve Ziv,Ma'ale Yosef Regional Council,857,Israel,212
Gita,Ma'ale Yosef Regional Council,266,Israel,432
Mitzpe Hila,Ma'ale Yosef Regional Council,575,Israel,495
Nitzan,Hof Ashkelon Regional Council,1853,Israel,43
Nitzan Bet,Hof Ashkelon Regional Council,1349,Israel,43
Bat Hadar,Hof Ashkelon Regional Council,704,Israel,56
Eliakim,Megiddo Regional Council,884,Israel,231
Ein HaEmek,Megiddo Regional Council,749,Israel,250
Massad,Lower Galilee Regional Council,354,Israel,259
Giv'at Avni,Lower Galilee Regional Council,2082,Israel,279
Aluma,Shafir Regional Council,503,Israel,84
Dolev,Mateh Binyamin Regional Council,1302,Israel,610
