col0,col1,col2
New England College of Optometry,1894-01-01,special focus four-year: other health professions schools
New York College of Podiatric Medicine,1911-01-01,special focus four-year: other health professions schools
Logan College of Chiropractic,1935-01-01,special focus four-year: other health professions schools
Morehouse School of Medicine,1975-01-01,special focus four-year: medical schools and centers
Midwestern University,1900-01-01,special focus four-year: medical schools and centers
Medical College of Wisconsin,1893-01-01,special focus four-year: medical schools and centers
Mayo Medical School,1972-01-01,special focus four-year: medical schools and centers
Louisiana State University Health Sciences Center Shreveport,1965-01-01,special focus four-year: medical schools and centers
Lake Erie College of Osteopathic Medicine,1992-01-01,special focus four-year: medical schools and centers
Ponce School of Medicine,1977-01-01,master's colleges and universities: small programs
Albany Medical College,1839-01-01,special focus four-year: medical schools and centers
New York Medical College,1860-01-01,special focus four-year: medical schools and centers
Meharry Medical College,1876-01-01,special focus four-year: medical schools and centers
Weill Cornell Medicine,1898-01-01,special focus four-year: medical schools and centers
State University of New York Upstate Medical University,1950-01-01,special focus four-year: medical schools and centers
SUNY Downstate Medical Center,1860-01-01,special focus four-year: medical schools and centers
Baylor College of Medicine,1900-01-01,special focus four-year: medical schools and centers
University of Texas Southwestern Medical Center,1943-01-01,special focus four-year: medical schools and centers
Icahn School of Medicine at Mount Sinai,1963-01-01,special focus four-year: medical schools and centers
University of Texas Medical Branch,1891-01-01,special focus four-year: medical schools and centers
