col0,col1,col2
Wydział Prawa i Administracji,Cardinal Stefan Wyszyński University in Warsaw,Warsaw
Wydział Filologii Polskiej of Jagiellonian University,Jagiellonian University,Kraków
"Faculty of Law, Administration and Economics of University of Wrocław",University of Wrocław,Wrocław
Faculty of Oceanography and Geography of University of Gdańsk,University of Gdańsk,Gdynia
Universidade Federal da Bahia. Escola de Teatro,Universidade Federal da Bahia,Salvador
"Fordham College of Liberal Studies, Fordham University",Fordham University,The Bronx
Faculty of Power and Aeronautical Engineering of Warsaw University of Technology,Warsaw University of Technology,Warsaw
Faculty of Architecture of Poznań University of Technology,Poznań University of Technology,Poznań
Indiana University School of Liberal Arts,Indiana University – Purdue University Indianapolis,Indianapolis
Institute of English Studies,School of Advanced Study,London
Institut supérieur de l'automobile et des transports,University of Burgundy,Nevers
New York University Institute of Fine Arts,New York University,Manhattan
New York University College of Arts and Science,New York University,New York
Norwegian National Academy of Fine Arts,Oslo National Academy of the Arts,Oslo
