col0,col1,col2,col3,col4
Bora-Argon 18 2016,Steffen Radochla,Bora-Argon 18 2015,road bicycle racing,Germany
Gazprom-RusVelo 2016,Sergei Ivanov,RusVelo 2015,road bicycle racing,Russia
ONE 2016,James McCallum,ONE 2015,road bicycle racing,United Kingdom
Delko-Marseille Provence-KTM 2016,Arvis Piziks,Marseille 13 KTM 2015,road bicycle racing,France
Direct Énergie 2016,Jimmy Engoulvent,Europcar 2015,road bicycle racing,France
Cofidis 2016,Stéphane Augé,Cofidis 2015,road bicycle racing,France
Fortuneo-Vital Concept 2016,Sébastien Hinault,Bretagne-Séché Environnement 2015,road bicycle racing,France
Roompot-Oranje Peloton 2016,Erik Breukink,Roompot Oranje Peloton 2015,road bicycle racing,Netherlands
Roth 2016,Uwe Peschel,Roth-Škoda 2015,road bicycle racing,Switzerland
Androni Giocattoli-Sidermec 2016,Giampaolo Cheula,Androni Giocattoli-Sidermec 2015,road bicycle racing,Italy
2016 Wilier Triestina-Southeast,Luca Scinto,Southeast 2015,road bicycle racing,Italy
Nippo-Vini Fantini 2016,Mario Manzoni,Nippo-Vini Fantini 2015,road bicycle racing,Italy
Bardiani CSF 2016,Stefano Zanatta,Bardiani CSF 2015,road bicycle racing,Italy
