col0,col1,col2,col3,col4
Neurotic Outsiders,punk rock,1995-01-01,United States of America,Maverick
The Damage Manual,industrial music,2000-01-01,United Kingdom,Invisible Records
Bo Bo Bo,pop music,1992-01-01,Bulgaria,Balkanton
Hollywood Vampires,hard rock,2015-01-01,United States of America,Republic Records
Strength in Numbers,bluegrass music,1989-01-01,United States of America,Universal Music Group Nashville
Fanny Adams,rock music,1970-01-01,Australia,MCA Records
213,g-funk,1992-01-01,United States of America,TVT Records
Filthy Friends,alternative rock,2012-01-01,United States of America,Kill Rock Stars
Allen-Lande,heavy metal,2005-01-01,United States of America,Frontiers Records
The New Pornographers,alternative rock,1999-01-01,Canada,Matador Records
Fantômas,avant-garde metal,1998-01-01,United States of America,Ipecac Recordings
Tomahawk,alternative rock,1999-01-01,United States of America,Ipecac Recordings
Rimtutituki,punk rock,1992-01-01,Federal Republic of Yugoslavia,PGP-RTB
Ginger Baker's Air Force,jazz,1969-01-01,United Kingdom,Atco Records
Electronic,alternative dance,1988-01-01,United Kingdom,Factory Records
