col0,col1,col2,col3
Bagad Kadoudal,Vern-sur-Seiche,1975-01-01,music of Brittany
Kevrenn An Arvorig,Saint-Eloy,1992-01-01,music of Brittany
Bagad Cap Caval,Plomeur,1984-01-01,music of Brittany
Bagad Beuzeg ar C'hab,Beuzec-Cap-Sizun,1969-01-01,music of Brittany
Bagad Bro Landerne,Landerneau,1990-01-01,music of Brittany
Bagad Brieg,Briec,1978-01-01,music of Brittany
Bagad Bro Foën,Fouesnant,1996-01-01,music of Brittany
Bagad Sonerien Bro Dreger,Perros-Guirec,1983-01-01,music of Brittany
Bagad Bro Kemperle,Quimperlé,1949-01-01,music of Brittany
Bagad Saozon-Sevigneg,Cesson-Sévigné,1988-01-01,music of Brittany
Bagad bro an Aberiou,Plabennec,1994-01-01,music of Brittany
Bagad Nominoë Bro Redon,Redon,1956-01-01,music of Brittany
Bagad Keriz,Clichy,1980-01-01,music of Brittany
Bagad Gwengamp,Guingamp,1972-01-01,music of Brittany
Quic-en-Groigne,Saint-Malo,1951-01-01,music of Brittany
Bagad Lann Bihoue,Ploemeur,1952-01-01,music of Brittany
Bagad Sonerien An Oriant,Lorient,1982-01-01,music of Brittany
Kevrenn Alre,Auray,1951-01-01,music of Brittany
Kerlenn Pondi,Pontivy,1953-01-01,music of Brittany
Bagad Bro Konk Kerne,Concarneau,1983-01-01,music of Brittany
