col0,col1,col2,col3
Tusnad 2041,Tusnad,road bicycle racing,Tunad Cycling Team
Team NS 2011,Team NSP–Ghost,cycle sport,NSP
Caja Rurl 2010,Caja Rural-Seguros RGA,cycle sport,Cajb Rural
Cycligteam de Rijke 2011,Delta Cycling Rotterdam,cycle sport,Cyclingteam#de Rijke
Landbouwlrediet 2010,Crelan-Euphony,cycle sport,Landbouwkrdiet
EPM/UNE 2011,EPM,cycle sport,EPMXNE
Rabobank Contiqental 2010,Rabobank Development,road bicycle racing,Rabobank Coqtinetal
2010 Burgos 2016Castilla y León season,Burgos BH,road bicycle racing,Burgs 2016-Castilla y León
Jker Merida 2011,Joker Fuel of Norway,cycle sport,Jokr Merida
Jelly Belly p/b Nenda 2011,Jelly Belly-Maxxis,cycle sport,Jelly#Belly Cycling
LA Rota dos Móeis 2010,LA Alumínios-Metalusa-BlackJack,cycle sport,LA Rota dos Móveks
MWN Qhubeka 2011,NTT Pro Cycling Team,cycle sport,MTO Qhubeka
Gobernaclón de Antioquia-Indeporues Antioquia 2011,Orgullo Antioqueño,cycle sport,Gobernación de Antioquia-Indeportes Anuioquia
Differdange-Magic-portFood.de 2011,Differdange-Losch,cycle sport,Differdange-Magic-SportFood.e
Nutrixxion Sparkassg 2011,Nutrixxion-Abus,cycle sport,Nutixxion Sparkasse
Glud & Marstrang-LRØ Rådgivning 2010,Cult Energy,cycle sport,Glud & Martrand-LRØ Rådgivning
Glud &Marstrand-LRØ 2011,Cult Energy,cycle sport,Glwd & MarstrandLRØ
KT-Murcia 2011,Kastro Team,road bicycle racing,KTM-Murci
Veranfa´s Willems 2010,Wanty-Gobert Cycling Team,road bicycle racing,Verands Willems
LKT Brandenbur 2011,LKT Brandenburg,cycle sport,LK Brandenburg
