col0,col1,col2,col3
Mateřská škola Ke Kašně,public-benefit corporation,1996-09-01,Libuš
Základní škola a Mateřská škola,public-benefit corporation,2002-12-01,Hvožďany
Základní škola a Mateřská škola,public-benefit corporation,1996-03-22,Pičín
"Mateřská škola, Praha 4, K Podjezdu 2",public-benefit corporation,1996-05-20,Prague 4
Mateřská škola Alšovy sady,public-benefit corporation,1996-05-16,Prague 4
Mateřská škola BoTa,public-benefit corporation,1996-05-16,Prague 4
Základní škola a Mateřská škola,public-benefit corporation,1996-03-22,Jesenice
Základní škola a mateřská škola Jarov,public-benefit corporation,1996-03-26,Prague 3
Základní škola a mateřská škola,public-benefit corporation,1996-03-26,Prague 3
MŠ Milíčův dům,public-benefit corporation,1996-03-26,Prague 3
"Mateřská škola, Praha 3, Libická 4/2271",public-benefit corporation,1996-03-26,Prague 3
"Mateřská škola, Praha 3, U Zásobní zahrady 6/2697",public-benefit corporation,1996-03-26,Prague 3
"Mateřská škola, Praha 3, Jeseniova 204/2686",public-benefit corporation,1996-03-26,Prague 3
"Mateřská škola, Praha 3, Vozová 5/953",public-benefit corporation,1996-03-26,Prague 3
