col0,col1,col2,col3
SSV Jahn Regensburg,Regensburg,Achim Beierlorzer,Arena Regensburg
Hibernian F.C.,City of Edinburgh,Paul Heckingbottom,Easter Road
Falkirk F.C.,Falkirk,Ray McKinnon,Falkirk Stadium
FC Koper,Koper,Miran Srebrnič,Bonifika Stadium
Keşla FK,Baku,Mladen Milinković,Shafa Stadium
UP Langreo,Langreo,Nené Ballina,Estadio Ganzábal
SV Sandhausen,Sandhausen,Uwe Koschinat,Hardtwaldstadion
Alemannia Aachen,Aachen,Peter Schubert,New Tivoli
Hannover 96,Hanover,Kenan Kocak,HDI-Arena
Neath F.C.,Neath,Kristian O'Leary,The Gnoll
Kirkintilloch Rob Roy F.C.,East Dunbartonshire,Jimmy Lindsay,Adamslie Park
Boldklubben af 1893,Copenhagen Municipality,Kim Splidsboel,Østerbro Stadium
Silkeborg IF,Silkeborg Municipality,Michael Hansen,Silkeborg Stadion
FC Sodovik Sterlitamak,Sterlitamak,Gennady Gridin,Sodovik Stadium
