col0,col1,col2,col3,col4
Idoling!!!,2015-01-01,Pony Canyon,2006-01-01,Mai Endō
Country Musume,1999-01-01,Zetima,1999-04-27,Asami Kimura
Idoling!!!,2015-01-01,Pony Canyon,2006-01-01,Hitomi Miyake
Berryz Kobo,2004-01-01,Piccolo Town,2004-01-01,Maiha Ishimura
Cute,2005-01-01,Zetima,2005-01-01,Saki Nakajima
Idoling!!!,2015-01-01,Pony Canyon,2006-01-01,Suzuka Morita
Berryz Kobo,2004-01-01,Piccolo Town,2004-01-01,Saki Shimizu
Country Musume,1999-01-01,Zetima,1999-04-27,Mai Satoda
Berryz Kobo,2004-01-01,Piccolo Town,2004-01-01,Momoko Tsugunaga
Idoling!!!,2015-01-01,Pony Canyon,2006-01-01,Ai Ōkawa
Momoiro Clover Z,2008-01-01,Universal Music Group,2008-01-01,Yukina Kashiwa
Berryz Kobo,2004-01-01,Piccolo Town,2004-01-01,Miyabi Natsuyaki
Momoiro Clover Z,2008-01-01,Universal Music Group,2008-01-01,Kanako Momota
