col0,col1,col2,col3
Gunda-Werner-Institut,Berlin,2007-06-15,Heinrich Böll Foundation
Global Change Research Centre,Brno,2011-01-01,Czech Academy of Sciences
Institute of Experimental Botany of the Czech Academy of Sciences,Prague,1962-01-01,Czech Academy of Sciences
Instituto del Patrimonio Cultural de España,Spanish Cultural Heritage Institute,1985-01-01,"Ministry of Education, Culture and Sport (Spain, 2011-2018)"
Instituto Nacional de Administración Pública (Spain),Calle de Atocha,1977-03-30,Ministry of Finance and Public Administration
Centro de Estudios Mirobrigenses,Ciudad Rodrigo,1991-01-01,Spanish National Research Council
Instituto Aragonés de Arte y Cultura Contemporáneos,Museo Pablo Serrano,1995-07-05,Diputación General de Aragón
Instituto Teológico San Juan de Ávila,Palace of Bertemati,2007-10-17,Pontifical University of Salamanca
Instituto Superior de Filosofía de Valladolid,San Pablo Church,1965-01-01,Pontifical University of Salamanca
Polish Institute in Minsk,Minsk,1994-01-01,Polish Institute
Institut national de l'audiovisuel,Bry-sur-Marne,1975-01-06,Paris-East University
Institut d'Estudis Catalans,Barcelona,1907-06-18,Union Académique Internationale
Nordfriisk Instituut,Bredstedt,1964-01-01,University of Flensburg
Astronomical Institute of Czech Academy of Sciences,Ondřejov,1954-01-01,Czech Academy of Sciences
Humboldt-Universität zu Berlin. Zentrum für Transdisziplinäre Geschlechterstudien,Berlin,2003-01-01,Humboldt University of Berlin
Instituto de Estudios Albacetenses,Monasterio de la Encarnación (Albacete),1977-01-01,Spanish National Research Council
Institute of Chemical Process Fundamentals,Prague,1960-01-01,Czech Academy of Sciences
Institute of Musical Research,Senate House,2005-01-01,School of Advanced Study
