col0,col1,col2,col3
Sev.en EC,Indoverse (Czech) Coal Investments,Chvaletice,Chvaletice Power Station
Perex,Our Media SR,Bratislava,Pravda
Frankfurt-Königsteiner Eisenbahn,AG für Verkehrswesen,Frankfurt am Main,Königstein Railway
FVE Czech Novum,Decci,Nová Ves,Vepřek Solar Park
České aerolinie,Smartwings,Prague,Airbus A319-112
Center Parcs UK,Brookfield Asset Management,Newark-on-Trent,Center Parcs Longleat Forest
Our Media,Michal Voráček,Prague,Parlamentní listy
Jyxo,TV Nova,Prague,Jyxo.cz
Empresa Media,Jaromír Soukup,Prague,Instinkt
Flytoget,"Ministry of Trade, Industry and Fisheries",Oslo,Flytoget
Keolis Downer,Keolis,Sydney,G:link
National Broadcasting Company,General Electric,30 Rockefeller Plaza,NBC Blue Network
Barrandov televizní studio,Empresa Media,Prague,TV Barrandov
Industriebahn AG,AG für Verkehrswesen,Frankfurt am Main,Kleinbahn Beuel–Großenbusch
Total S.A.,BlackRock,Courbevoie,Kashagan Field
