col0,col1,col2,col3,col4
Cambridge University Library,United Kingdom,publisher,University of Cambridge,1416-01-01
Institute of Scientific Information on Social Sciences,Russia,institute,Russian Academy of Sciences,1969-02-07
Bodleian Library,United Kingdom,college library,University of Oxford,1602-01-01
Rhodes University Library,South Africa,research library,Rhodes University,1907-01-01
Library and Archive of the National Gallery,Greece,research library,National Gallery of Athens,1976-01-01
Thomas J. Watson Library,United States of America,research library,Metropolitan Museum of Art,1870-01-01
Wellcome Library,United Kingdom,research library,Wellcome Collection,1949-01-01
Theodore Hesburgh Library,United States of America,research library,Hesburgh Libraries,1964-01-01
Institute of Scientific Information on Social Sciences,Russia,research library,Russian Academy of Sciences,1969-02-07
Smithsonian Institution Libraries,United States of America,research library,Smithsonian Institution,1969-01-01
Nordic Library at Athens,Greece,research library,Danish Institute at Athens,1996-01-01
