col0,col1,col2
Danmarks Badminton Forbund,Denmark,Brøndby Municipality
Fédération Française de Badminton,France,Saint-Ouen-sur-Seine
Badminton England,United Kingdom,Milton Keynes
Korean Badminton Association,South Korea,Songpa District
USA Badminton,United States of America,Anaheim
Badminton Nederland,Netherlands,Nieuwegein
Badminton Federation of the Azerbaijan Republic,Azerbaijan,Baku
Badminton Scotland,United Kingdom,Glasgow
Badminton Association of Ghana,Ghana,Accra
Persatuan Bulutangkis Seluruh Indonesia,Indonesia,Jakarta
Deutscher Badminton-Verband,Germany,Mülheim an der Ruhr
