col0,col1,col2
Kolchak government,Provisional All-Russian Government,Viktor Pepelyayev
XV Constitutional Government of São Tomé and Príncipe,XIV Constitutional Government of São Tomé and Príncipe,Gabriel Costa
XIII Constitutional Government of São Tomé and Príncipe,XII Constitutional Government of São Tomé and Príncipe,Joaquim Rafael Branco
XXII Constitutional Government of Portugal,XXI Constitutional Government of Portugal,António Costa
XII Constitutional Government of São Tomé and Príncipe,XI Constitutional Government of São Tomé and Príncipe,Patrice Trovoada
Cabinet of Ewa Kopacz,Second Cabinet of Donald Tusk,Ewa Kopacz
Fourth Ponta Cabinet,Ponta III Cabinet,Victor Ponta
XVI Constitutional Government of São Tomé and Príncipe,XVI Constitutional Government of São Tomé and Príncipe,Jorge Bom Jesus
Cabinet of Beata Szydło,Cabinet of Ewa Kopacz,Beata Szydło
Cabinet Löfven II,Löfven I Cabinet,Stefan Löfven
XVI Constitutional Government of São Tomé and Príncipe,XV Constitutional Government of São Tomé and Príncipe,Patrice Trovoada
XIV Constitutional Government of São Tomé and Príncipe,XIII Constitutional Government of São Tomé and Príncipe,Patrice Trovoada
Second Rudd Ministry,Second Gillard Ministry,Kevin Rudd
Second cabinet of Louis Napoleon,First cabinet of Louis Napoleon,Napoleon III
