col0,col1,col2,col3
Základní Škola a Mateřská Škola Angel,Prague 12,Prague,Prague
Center for Jewish–Christian Understanding and Cooperation,Ohr Torah Stone,Jerusalem,Jerusalem
College of Creative Studies,"University of California, Santa Barbara",Santa Barbara County,Santa Barbara
Boston University School of Medicine,Boston University,Boston,Boston
Diagnostický ústav pro mládež,"Ministry of Education, Youth and Sports",Prague,Prague
Penn State Greater Allegheny,Pennsylvania State University,Pennsylvania,McKeesport
Rabbi Isaac Elchanan Theological Seminary,Yeshiva University,Manhattan,Manhattan
University of Pittsburgh at Bradford,University of Pittsburgh,Pennsylvania,Bradford
Escola de Comando e Estado-Maior do Exército,Brazilian Army,Rio de Janeiro,Rio de Janeiro
Federal Academy for Security Policy,Federal Security Council,Berlin,Schönhausen Palace
Pasteur Institute,Institut national de la santé et de la recherche médicale,15th arrondissement of Paris,Paris
Leopold Mozart Centre,University of Augsburg,Augsburg,Bavaria
