col0,col1,col2,col3,col4
Sparkassenverband Bayern,1908-01-01,Sparkassen-Finanzgruppe,Germany,Körperschaft des öffentlichen Rechts
Sparkassen- und Giroverband Hessen-Thüringen,1992-01-01,Deutscher Sparkassen- und Giroverband e.V.,Germany,Körperschaft des öffentlichen Rechts
Sparkassenverband Bayern,1908-01-01,Deutscher Sparkassen- und Giroverband e.V.,Germany,Körperschaft des öffentlichen Rechts
Alevitische Gemeinde Deutschland,1989-01-01,Umfairteilen,Germany,registered association
Ring Deutscher Pfadfinderinnenverbände,1949-01-01,Deutscher Bundesjugendring,Germany,registered association
Landsmannschaft Ostpreußen,1948-10-03,Federation of Expellees,Germany,registered association
Ring Deutscher Pfadfinderinnenverbände,1949-01-01,World Association of Girl Guides and Girl Scouts,Germany,registered association
pressure group,1948-01-01,Deutscher Kunstrat,Germany,registered association
German Tenant Organisation,1900-01-01,Federation of German Consumer Organisations,Germany,registered association
Deutscher Tierschutzbund,1881-01-01,Climate-Alliance Germany,Germany,registered association
German Tenant Organisation,1900-01-01,Climate-Alliance Germany,Germany,registered association
