col0,col1,col2
Drexel University,"3141 Chestnut St, Philadelphia, PA, 19104",Digital Library Federation
Carnegie Mellon University,"5000 Forbes Avenue, Pittsburgh, PA, 15213-3890",Center for Research Libraries
Oklahoma State University–Stillwater,"107 Whitehurst, Stillwater, OK, 74078-1015",Innovative Multicultural Curricula for the Young European and US Engineers and Scientists
Clemson University,"201 Sikes Hall, Clemson, SC, 29634",Scholarly Publishing and Academic Resources Coalition
Syracuse University,"900 South Crouse Ave., Syracuse, NY, 13244",Scholarly Publishing and Academic Resources Coalition
George Washington University,"2121 I Street, NW, Washington, DC, 20052",Scholarly Publishing and Academic Resources Coalition
Georgetown University,"37th and O streets NW, Washington, DC 20057-0001",Scholarly Publishing and Academic Resources Coalition
University of Pittsburgh,"4200 Fifth Avenue, Pittsburgh, PA, 15260",Scholarly Publishing and Academic Resources Coalition
American University,"4400 Massachusetts Ave NW, Washington, DC 20016-8001",Scholarly Publishing and Academic Resources Coalition
University of South Carolina,"Columbia-Campus, Columbia, SC, 29208",World Digital Library
"University of Maryland, Baltimore County","1000 Hilltop Circle, Baltimore, MD, 21250",America East Conference
Oregon State University,"1500 S.W. Jefferson Avenue, Corvallis, OR, 97331",Pac-12 Conference
University of Oregon,"110 Johnson Hall, Eugene, OR, 97403",Pac-12 Conference
Stony Brook University,"310 Administration Building, Stony Brook, NY, 11794",World Wide Web Consortium
University of Colorado Boulder,"Regent Drive at Broadway, Boulder, CO, 80309-0017",World Wide Web Consortium
University of Winchester,"Sparkford Road, Winchester, Hampshire, SO22 4NR",Jisc
Idaho State University,"921 S 8th Ave, Pocatello, ID, 83209",Oak Ridge Associated Universities
North Dakota State University,"1301  12th Avenue North, Fargo, ND, 58108-6050",Center for Research Libraries
University of Wisconsin–Milwaukee,"2200 E Kenwood Blvd, Milwaukee, WI, 53201-0413",Association of Public and Land-grant Universities
University of Rhode Island,"Green Hall, 35 Campus Avenue, Kingston, RI, 02881",Association of Public and Land-grant Universities
