col0,col1,col2,col3
Deutscher Musikverleger-Verband,Germany,Berlin,Deutscher Musikrat
SACEM,France,Neuilly-sur-Seine,Confederation of Societies of Authors and Composers
Deutscher Berufsverband für Soziale Arbeit,Germany,Berlin,Arbeitsgemeinschaft für Kinder- und Jugendhilfe
Bund Deutscher Rechtspfleger,Germany,Düsseldorf,German Civil Service Federation
Verband der Beamten der Bundeswehr,Germany,Bonn,German Civil Service Federation
Deutscher Gerichtsvollzieherbund,Germany,Berlin,German Civil Service Federation
Deutscher Berufsverband für Soziale Arbeit,Germany,Berlin,German Civil Service Federation
SACEM,France,Neuilly-sur-Seine,BIEM
Berufsverband Deutscher Markt- und Sozialforscher,Germany,Berlin,Zentralausschuss der Werbewirtschaft
Ukrainian Medical Association of North America,United States of America,Chicago,World Federation of Ukrainian Medical Associations
German Society of Cinematographers,Germany,Bavaria,Verwertungsgesellschaft Bild-Kunst
Norwegian Geotechnical Society,Norway,Oslo,International Society for Soil Mechanics and Geotechnical Engineering
Archivists Association of Catalonia,Spain,Barcelona,International Council on Archives
