col0,col1,col2
Fair Park Medical Careers Magnet High School,Shreveport,"Edward Fairfax Neild, Sr."
Fairhaven High School and Academy,Massachusetts,Charles Brigham
English High School,Massachusetts,Barker & Nourse
Rockport High School,Massachusetts,"J. Williams Beal, Sons"
Sarasota High School,Sarasota,M. Leo Elliott
Schenley High School,Pennsylvania,Edward Stotz
Martin Luther King Magnet at Pearl High School,Nashville,McKissack & McKissack
Lisbon Falls High School,Maine,William R. Miller
Lincoln High School,Tacoma,Frederick Heath
Harding Charter Preparatory High School,Oklahoma City,Layton & Forsyth
Hume-Fogg High School,Tennessee,William B. Ittner
