col0,col1,col2,col3,col4
"HHE report no. HHE-79-145-718, St. Joseph Hospital, Denver, Colorado",1980-07-01,halothane,Bobby J. Gunter,National Institute for Occupational Safety and Health
"HETA Report No. TA-78-35, PHS Indian Health Center, Fort Washakie, Wyoming",1978-06-01,mercury,Bobby J. Gunter,National Institute for Occupational Safety and Health
"HHE Report No. HETA-81-015-898, Bradford Western Corporation, Arvada, Colorado",1981-06-01,butan-1-ol,Bobby J. Gunter,National Institute for Occupational Safety and Health
"Health hazard evaluation determination report no. HHE-79-53-625, Empire Radiator, Inc., Littleton, Colorado",1979-10-01,lead,Bobby J. Gunter,National Institute for Occupational Safety and Health
"In-depth survey report: characterization of metalworking mists during the evaluation of a commercial air cleaner at Sauer-Sundstrand Company, LaSalle, Illinois, report no. CT-218-13a",1997-07-01,engineering controls,Alan S. Echt,National Institute for Occupational Safety and Health
"In-depth survey report: partnering to control dust from fiber-cement siding, Villas of the Valley, Lincoln Heights, Ohio",2013-02-01,quartz,Alan S. Echt,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-2009-0172-3124, evaluation of dampness-associated respiratory symptoms with relocation of staff during remediation of an elementary school - North Carolina",2011-03-01,carbon dioxide,Kathleen Kreiss,National Institute for Occupational Safety and Health
Fire fighter dies as a result of a cardiac arrest during an apartment fire - Louisiana,1998-08-10,occupational cardiovascular disease,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
"Carbon monoxide kills three volunteer firefighters inside well in Pennsylvania, May 1, 1990",1990-12-15,carbon monoxide,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
In-depth survey report: evaluation of a Volvo milling machine equipped with a wet drum designed to reduce respirable crystalline silica exposure during pavement milling,2013-05-01,quartz,Stanley A. Shulman,National Institute for Occupational Safety and Health
Health hazard evaluation report: an evaluation of respiratory health at a flavoring manufacturing facility - Kentucky,2013-09-01,"butane-2,3-dione",Kristin J. Cummings,National Institute for Occupational Safety and Health
Health hazard evaluation report: metal exposures in an electronic scrap recycling facility,2015-01-01,lead,Charles A. Mueller,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-2000-0339-2852, Group Health Associates, Cincinnati, Ohio",2001-06-01,carbon dioxide,Kenneth F. Martinez,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-2002-0184-2888, Aero-Classics, Ltd., Huron, Ohio",2003-01-01,iron,Gregory A. Burr,National Institute for Occupational Safety and Health
"Control technology and exposure assessment for occupational exposure to beryllium: beryllium facility #3 - aluminum/beryllium foundry, and copper/beryllium foundry and machine shop, report no. EPHB 326-16a",2008-11-01,beryllium,Daniel Almaguer,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-2001-0326-2999, Dixie Cultured Marble, Birmingham, Alabama",2006-05-01,methyl methacrylate,Randy L. Tubbs,National Institute for Occupational Safety and Health
Engineer suffers sudden cardiac death after responding to three emergency calls and performing physical fitness training - Arizona,2008-01-04,public security,Tommy N. Baldwin,National Institute for Occupational Safety and Health
A career captain and a part-time fire fighter die in a residential floor collapse - Ohio,2009-07-29,public security,Tommy N. Baldwin,National Institute for Occupational Safety and Health
Fire chief suffers sudden cardiac death at structure fire - Texas,2015-04-07,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Fire apparatus operator suffers sudden cardiac death during physical fitness training - Hawaii,2012-07-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
