col0,col1,col2
Ado Ekiti legislative council,12,12
Abuja Municipal (Amac) legislative council,12,12
Aba South legislative council,12,12
Regional Council of Valparaíso,9,28
Regional Council of the Metropolitan Region of Santiago,11,34
Regional Council of Piedmont,8,51
Legislative Assembly of Emilia-Romagna,9,50
Congress of Chihuahua,9,33
Congress of Chiapas,12,41
Regional Council of Tuscany,10,41
Regional Council of Lombardy,12,80
Sicilian Regional Assembly,9,70
National Assembly,10,65
Zaria legislative council,13,13
