col0,col1,col2
VA Eastern Kansas Health Care System,Dwight D. Eisenhower VA Medical Center,Veterans Health Administration
VA Heartland Network,Kansas City VA Medical Center,Veterans Health Administration
VA Northwest Network,Boise VA Medical Center,Veterans Health Administration
VA Capitol Health Care Network,Washington DC VA Medical Center,Veterans Health Administration
VA Midwest Health Care Network,Minneapolis VA Health Care System,Veterans Health Administration
VA Desert Pacific Healthcare Network,VA San Diego Healthcare System,Veterans Health Administration
VA Healthcare-VISN 4,Philadelphia VA Medical Center,Veterans Health Administration
VA Sunshine Healthcare Network,James A. Haley Veterans' Hospital,Veterans Health Administration
"VA Healthcare System Serving Ohio, Indiana and Michigan",Richard L. Roudebush VA Medical Center,Veterans Health Administration
VA Heart of Texas Health Care Network,South Texas Veterans Health Care System,Veterans Health Administration
VA Healthcare Network Upstate,VA New York Harbor Healthcare System,Veterans Health Administration
VA Portland Health Care System,Veterans Affairs Medical Center (Oregon),Veterans Health Administration
VA Sierra Pacific Network,VA Palo Alto Health Care System,Veterans Health Administration
