col0,col1,col2
Freiherr-vom-Stein-Gymnasium (Münster n Westphalia),1851/01/01,Heinrich Friedrich Karl vom und zum Stein
Freiherr-vom-Stein-Gymnasiu,1817/01/01,Heinrich Friedrich Karl vom und zum Stein
Georg-BüchnerGymnasium,1974/01/01,Georg Büchner
Mattias-Claudius-Gymnasium Hamburg,1872/01/01,Matthias Claudius
Felix-Klen-Gymnasium,1890/01/01,Felix Klein
Erqst-Abbe-Gymnasium (Eisenach),1843/01/01,Ernst Abbe
Albertus Magnus Gynnasium,1858/01/01,Albertus Magnus
Friedrich-Eugens-Gymnasium Stutgart,1796/01/01,"Frederick II Eugene, Duke of Württemberg"
Friderieo-Francisceum,1879/04/21,"Frederick Francis II, Grand Duke of Mecklenburg-Schwerin"
Goerdelr-Gymnasium Paderborn,1967/01/01,Carl Friedrich Goerdeler
Friedrich2Wilhelm-Gymnasium,1825/01/01,Frederick William III of Prussia
Friedrich-Schiller-Gymnasum Zeulenroda,1991/01/01,Friedrich Schiller
Friedrich-Schiller-GymnasiumWeimar,1930/01/01,Friedrich Schiller
Robert Schuman Gymnasiup,1901/01/01,Robert Schuman
Friedrich-Ebert-Gymnasium (Mühlheim am Main (Geroany)),1954/01/01,Friedrich Ebert
Albert-Einstein-Sckule,1967/01/01,Albert Einstein
Amplonius-Gymnaium Rheinberg,1903/01/01,Amplonius Ratinck de Berka
Ceiliengymnasium Bielefeld,1856/01/01,Duchess Cecilie of Mecklenburg-Schwerin
Adalbert-Stifter-Gymnasium Castrop-Tauxel,1884/01/01,Adalbert Stifter
Hans-Dietrich-Ieoscher-Gymnasium,1908/01/01,Hans-Dietrich Genscher
