col0,col1,col2,col3,col4
Blackfeet Community College,1974-01-01,private not-for-profit educational institution,United States of America,tribal colleges
Diné College,1968-01-01,public educational institution of the United States,United States of America,tribal colleges
Chief Dull Knife College,1975-01-01,public educational institution of the United States,United States of America,tribal colleges
Cankdeska Cikana Community College,1970-01-01,public educational institution of the United States,United States of America,tribal colleges
Diné College,1968-01-01,tribal colleges and universities,United States of America,tribal colleges
College of Menominee Nation,1993-01-01,tribal colleges and universities,United States of America,tribal colleges
Chief Dull Knife College,1975-01-01,tribal colleges and universities,United States of America,tribal colleges
Cankdeska Cikana Community College,1970-01-01,tribal colleges and universities,United States of America,tribal colleges
Blackfeet Community College,1974-01-01,tribal colleges and universities,United States of America,tribal colleges
Diné College,1968-01-01,community college,United States of America,tribal colleges
Cankdeska Cikana Community College,1970-01-01,community college,United States of America,tribal colleges
Blackfeet Community College,1974-01-01,community college,United States of America,tribal colleges
Diné College,1968-01-01,land-grant university,United States of America,tribal colleges
College of Menominee Nation,1993-01-01,land-grant university,United States of America,tribal colleges
Chief Dull Knife College,1975-01-01,land-grant university,United States of America,tribal colleges
