col0,col1,col2,col3
Dzerzhinsky Urban Okrug,Dzerzhinsky,Russia,55669
Municipal Formation of the City of Desnogorsk,Desnogorsk,Russia,27806
Municipal Formation of the City of Gubkinsky,Gubkinsky,Russia,27930
Volzhsk Urban Okrug,Volzhsk,Russia,54177
Buguruslan Urban Okrug,Buguruslan,Russia,49654
Bronnitsy Urban Okrug,Bronnitsy,Russia,22567
Municipal Formation of the City of Mirny,Mirny,Russia,31704
Belokurikha Urban Okrug,Belokurikha,Russia,15179
City of Aleysk,Aleysk,Russia,28972
Magnitogorsk Urban Okrug,Magnitogorsk,Russia,416521
Chita Urban Okrug,Chita,Russia,349005
